,id,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,churn
17818,2605,15772383,T'ang,743.0,France,Male,34.0,5,0.0,1,1,1,172601.62,0
17819,50313,15714981,Tien,751.0,Spain,Female,28.0,6,0.0,2,0,0,104889.3,0
17820,138361,15810829,Smith,642.0,Spain,Male,28.0,5,0.0,2,1,0,162022.69,0
17821,62120,15627212,Mazzanti,775.0,Germany,Female,20.0,2,131394.56,2,1,0,189392.66,0
17822,154720,15702300,Chidozie,567.0,France,Male,55.0,1,0.0,4,0,1,139835.24,1
17823,144662,15694510,Kuo,650.0,Germany,Male,42.0,2,152812.58,1,1,0,169920.92,0
17824,138000,15677382,Mironova,627.0,France,Female,39.0,2,162261.01,1,1,1,172363.52,0
17825,149359,15629448,Brady,619.0,Spain,Male,38.0,1,0.0,2,1,1,92816.86,0
17826,163944,15806447,Hsiung,588.0,Germany,Male,25.0,2,170840.08,2,1,1,172501.38,0
17827,54384,15739692,Ch'eng,675.0,France,Male,40.0,10,0.0,3,1,1,19842.09,0
17828,109116,15674840,Ch'eng,714.0,Germany,Female,47.0,3,92885.98,3,1,0,123870.89,1
17829,157857,15590730,Frewin,678.0,France,Male,29.0,6,0.0,1,1,0,85787.31,0
17830,5018,15711314,Kao,589.0,Spain,Female,45.0,1,0.0,1,0,0,125939.22,0
17831,103664,15581525,Walker,717.0,Germany,Male,32.0,5,83501.66,2,1,0,128841.31,0
17832,141315,15640464,Parkes,605.0,France,Female,41.0,4,91612.91,1,1,1,28427.84,0
17833,139954,15596228,Uwaezuoke,554.0,France,Male,29.0,7,0.0,2,1,0,32089.57,0
17834,102879,15810660,Nkemdirim,662.0,France,Male,39.0,7,0.0,2,1,1,84760.32,0
17835,61336,15585595,Tseng,692.0,Germany,Male,54.0,8,150926.99,2,1,0,119817.19,0
17836,68923,15640852,T'ien,685.0,France,Female,27.0,6,0.0,2,0,0,92351.06,0
17837,135766,15760450,Rutherford,512.0,Germany,Male,43.0,1,115101.5,1,1,0,52471.36,1
17838,16144,15765258,T'an,699.0,France,Male,34.0,1,0.0,2,1,0,150659.52,0
17839,30699,15723013,Greco,850.0,France,Female,42.0,6,102880.28,1,0,1,195681.43,0
17840,138357,15696674,Sung,586.0,Spain,Female,37.0,8,0.0,2,1,0,59207.41,0
17841,108436,15777047,T'ien,599.0,France,Male,38.0,9,0.0,2,1,0,141364.39,0
17842,41091,15608387,Fu,786.0,France,Female,29.0,4,0.0,2,0,0,103379.31,0
17843,85699,15653770,Onyeoruru,729.0,France,Male,27.0,10,124570.78,2,1,0,111242.0,0
17844,9747,15575119,Hughes,779.0,Spain,Male,33.0,3,0.0,2,1,1,146895.36,0
17845,151189,15790299,Lu,625.0,France,Male,25.0,5,0.0,2,1,1,55868.28,0
17846,60534,15582841,Chimaobim,439.0,France,Female,32.0,5,0.0,2,1,1,48545.1,0
17847,26195,15570192,Henry,666.0,France,Male,34.0,9,131754.11,2,0,0,81898.81,0
17848,113271,15622532,Chiang,544.0,Spain,Male,55.0,4,0.0,1,0,1,96862.56,1
17849,10879,15615016,Cremonesi,602.0,Germany,Male,32.0,6,184715.86,2,0,1,141798.98,0
17850,82821,15810995,Wright,526.0,Germany,Male,34.0,2,122726.56,1,1,0,46772.36,1
17851,42945,15732270,Hung,611.0,France,Male,34.0,8,0.0,2,1,0,198446.91,0
17852,64256,15634282,Yobanna,701.0,Germany,Female,43.0,10,150315.92,2,0,1,143913.38,0
17853,25418,15744109,Hartung,563.0,France,Male,32.0,6,0.0,2,1,1,180622.43,0
17854,75062,15702968,Artemieva,545.0,Germany,Male,74.0,3,106545.53,1,1,0,134589.58,1
17855,2826,15663710,Nwankwo,637.0,France,Male,43.0,4,123598.46,1,1,1,83073.46,0
17856,136860,15589320,Mancini,597.0,France,Male,43.0,8,128881.73,1,1,1,152290.28,0
17857,130863,15591986,Johnston,582.0,Germany,Male,46.0,6,88938.62,1,1,0,125222.36,0
17858,48387,15703437,Obiajulu,622.0,Spain,Male,61.0,2,0.0,1,1,0,47832.82,1
17859,73749,15812607,Bogle,803.0,Spain,Female,34.0,1,166034.01,1,1,1,67830.8,0
17860,97948,15785819,Chiang,735.0,Germany,Male,32.0,5,81818.49,1,1,0,136869.91,0
17861,20839,15764293,Konovalova,516.0,Spain,Male,33.0,1,0.0,2,0,0,80792.83,0
17862,47909,15698872,Lettiere,756.0,Spain,Female,47.0,1,0.0,2,0,1,1713.1,0
17863,118430,15747345,Manna,704.0,France,Female,45.0,9,0.0,3,1,0,74804.36,1
17864,88481,15682448,Palerma,679.0,Spain,Female,37.0,1,0.0,1,1,1,148087.89,1
17865,129197,15627840,Dyer,543.0,France,Female,41.0,2,0.0,2,1,1,56780.97,0
17866,24482,15781443,K?,655.0,France,Female,36.0,8,145580.21,1,1,1,109733.65,0
17867,18340,15571135,Maclean,621.0,France,Male,33.0,9,0.0,2,1,0,91086.95,0
17868,55525,15624677,Bledsoe,564.0,France,Female,45.0,1,0.0,1,1,0,103381.85,0
17869,53977,15767339,Nwachinemelu,757.0,Germany,Male,32.0,4,141918.97,1,1,0,118029.02,0
17870,66206,15806327,L?,699.0,France,Male,35.0,2,121681.91,1,1,0,70400.86,0
17871,125378,15691823,Onyemere,695.0,France,Male,38.0,5,0.0,2,1,1,79222.02,0
17872,157982,15597983,Ch'ang,653.0,France,Male,41.0,1,127801.88,1,1,0,121073.23,0
17873,117565,15808513,Teng,725.0,Spain,Male,28.0,8,0.0,2,1,1,98816.53,0
17874,117136,15673837,Chukwufumnanya,548.0,Germany,Female,43.0,4,96553.56,1,0,0,74850.97,1
17875,132590,15648858,Nwachinemelu,683.0,France,Female,34.0,5,0.0,2,1,0,97939.3,0
17876,131468,15664668,Mazzanti,745.0,France,Male,33.0,7,125927.57,1,0,1,177637.06,0
17877,20882,15719352,Iadanza,622.0,Spain,Female,45.0,0,157848.53,2,1,0,166953.76,1
17878,91562,15810385,Fanucci,703.0,Germany,Female,24.0,8,131694.97,1,1,0,70563.9,1
17879,133025,15710397,Palerma,593.0,France,Female,35.0,5,109949.35,2,1,1,71826.9,0
17880,36301,15727041,Fiorentini,624.0,France,Male,71.0,0,0.0,2,1,1,108841.83,0
17881,40058,15629787,Milne,699.0,Germany,Male,34.0,3,102708.77,1,1,0,126812.63,0
17882,57156,15673877,Nnamutaezinwa,619.0,France,Female,38.0,3,0.0,2,1,1,85901.09,0
17883,48367,15745083,Foster,761.0,France,Male,35.0,4,103515.39,2,1,1,177622.38,0
17884,16682,15724223,Bergamaschi,594.0,Germany,Female,58.0,1,104356.94,1,0,1,75562.47,1
17885,154082,15656710,Cocci,613.0,France,Male,40.0,4,0.0,2,0,0,151325.24,0
17886,21919,15673055,Ijendu,649.0,France,Male,35.0,2,0.0,2,1,0,55400.17,0
17887,55055,15602914,Young,630.0,France,Female,29.0,8,0.0,2,1,0,112465.19,0
17888,147861,15646513,T'ang,718.0,Spain,Male,51.0,7,0.0,1,1,1,171928.04,0
17889,47152,15592482,Hsiung,640.0,France,Male,51.0,2,128264.03,3,1,1,173870.21,1
17890,62124,15679884,Hs?eh,602.0,France,Male,48.0,7,0.0,2,1,1,103713.93,0
17891,153337,15593969,Nnaemeka,678.0,France,Female,39.0,4,0.0,2,1,0,49778.83,0
17892,57358,15757827,T'ao,695.0,Spain,Female,38.0,9,0.0,2,1,1,145562.4,0
17893,123720,15684958,Nwebube,608.0,France,Male,31.0,5,106511.85,1,1,0,143357.07,0
17894,48672,15798888,Pisano,605.0,France,Female,22.0,1,117992.59,1,1,1,183598.77,0
17895,108256,15646974,Iloerika,709.0,France,Female,35.0,6,96473.79,1,0,1,105738.82,1
17896,59054,15659094,Oluchukwu,693.0,France,Female,33.0,2,0.0,2,1,0,84421.84,0
17897,157419,15672754,Burbidge,592.0,France,Male,55.0,7,152039.7,1,1,1,53445.17,1
17898,103663,15721435,Chiazagomekpere,645.0,Germany,Male,42.0,7,105229.72,2,1,0,172914.82,0
17899,152882,15775318,Chukwudi,584.0,Germany,Male,38.0,2,118327.23,1,1,0,86767.48,0
17900,164349,15768219,Zhirov,712.0,France,Female,32.0,3,0.0,2,1,1,180698.32,0
17901,55512,15684925,Ting,567.0,France,Male,43.0,8,0.0,1,1,1,62678.53,0
17902,142360,15673747,Ayers,585.0,France,Female,22.0,7,0.0,1,0,0,167553.06,1
17903,52893,15773731,Tuan,594.0,Germany,Male,35.0,9,90217.07,2,0,0,93629.66,0
17904,103367,15714057,K'ung,687.0,Spain,Female,67.0,6,0.0,2,0,1,111241.37,0
17905,36045,15752578,Mazzanti,628.0,Spain,Female,27.0,8,0.0,2,1,0,72969.9,0
17906,101757,15601410,T'ien,622.0,France,Female,38.0,2,82531.11,1,0,0,90928.02,0
17907,160148,15701768,Tung,637.0,France,Female,33.0,5,0.0,2,1,0,197827.06,0
17908,13169,15599552,Conway,639.0,Spain,Male,54.0,3,0.0,2,1,1,53843.71,0
17909,24783,15675794,Hsing,645.0,Germany,Male,47.0,9,152076.93,2,1,1,121840.2,0
17910,91712,15647800,Brown,585.0,France,Male,41.0,3,161859.12,1,1,1,138780.89,0
17911,116693,15681555,Lucciano,663.0,Spain,Male,35.0,2,127205.32,1,1,0,93953.84,0
17912,138787,15658890,Brown,619.0,Germany,Female,36.0,2,97700.02,1,0,1,119127.69,0
17913,63655,15585041,Maclean,758.0,France,Male,53.0,4,145061.97,1,1,1,59636.43,1
17914,121901,15721460,Ijendu,619.0,France,Male,41.0,8,0.0,1,0,1,114323.66,0
17915,69492,15755239,Maughan,456.0,France,Female,63.0,9,165350.61,1,0,0,140758.07,1
17916,129857,15584580,Ts'ui,756.0,France,Female,34.0,10,0.0,2,1,1,133081.71,0
17917,68668,15796957,Iadanza,709.0,Spain,Male,33.0,9,0.0,2,0,1,73181.39,0
17918,136945,15797900,Chinomso,517.0,France,Male,56.0,9,142147.32,1,0,0,39488.04,0
17919,30547,15570086,L?,786.0,France,Male,33.0,7,0.0,2,1,0,129964.83,0
17920,46175,15746564,Nworie,607.0,France,Female,38.0,2,0.0,2,1,0,179032.68,0
17921,143772,15682857,Zetticci,696.0,France,Female,37.0,9,0.0,2,1,1,146700.27,0
17922,117925,15659931,Rowntree,583.0,Spain,Male,37.0,2,0.0,1,1,1,183575.01,0
17923,70034,15702430,Ignatyeva,590.0,France,Female,50.0,10,0.0,2,1,1,31299.71,0
17924,53414,15803842,Chukwudi,579.0,Germany,Female,29.0,8,127864.4,2,1,0,71173.96,0
17925,76831,15707025,Nnamutaezinwa,512.0,France,Male,33.0,6,0.0,2,1,1,51705.02,0
17926,23013,15705739,Manna,775.0,France,Female,45.0,10,95858.37,1,0,0,86043.27,0
17927,136367,15791373,Mazzanti,676.0,France,Female,43.0,8,0.0,2,1,0,44265.55,0
17928,48829,15578865,Ball,632.0,Germany,Male,34.0,5,107959.39,1,0,1,6985.34,0
17929,106030,15653776,McIntyre,774.0,France,Female,32.0,4,0.0,2,1,1,110114.19,0
17930,45988,15620276,Teng,637.0,France,Male,26.0,3,0.0,2,1,1,101905.37,0
17931,8207,15786042,Willmore,743.0,France,Female,28.0,0,0.0,1,1,0,60416.76,0
17932,146451,15802486,Dore,660.0,Germany,Male,33.0,5,124577.33,2,1,0,171378.77,0
17933,30226,15769272,Piazza,597.0,France,Female,43.0,8,0.0,1,1,0,71326.87,1
17934,113604,15742971,Whitehead,706.0,France,Male,44.0,9,122314.5,1,1,0,162223.67,0
17935,93779,15587562,Hsieh,722.0,France,Male,33.0,7,0.0,1,1,1,162683.06,0
17936,86317,15633525,Liao,542.0,France,Female,62.0,6,99580.24,1,1,0,182691.49,1
17937,67202,15653857,Chikelu,683.0,France,Female,51.0,1,0.0,2,0,0,199138.28,0
17938,1444,15687421,Taylor,549.0,Spain,Female,38.0,4,115934.74,2,1,0,139059.05,0
17939,6669,15591130,Trevisani,684.0,Spain,Male,30.0,0,0.0,1,0,0,163830.64,0
17940,123823,15684954,Chukwueloka,474.0,France,Female,39.0,2,0.0,1,1,0,100717.55,1
17941,10820,15605327,Genovese,678.0,France,Male,28.0,6,0.0,2,0,1,173365.89,0
17942,10854,15694237,Walker,582.0,France,Male,34.0,9,156974.26,2,1,0,51752.18,0
17943,109831,15807340,P'eng,582.0,France,Female,32.0,4,0.0,2,1,1,136079.64,0
17944,3646,15792916,Smith,577.0,France,Male,36.0,6,60515.13,1,1,0,104982.39,0
17945,143714,15606871,Kao,613.0,France,Male,31.0,0,0.0,1,1,0,57552.92,0
17946,132233,15735632,Williamson,610.0,France,Female,41.0,4,0.0,1,1,0,63736.17,1
17947,87120,15643438,P'eng,685.0,Spain,Female,41.0,7,83264.28,1,0,0,9663.28,1
17948,47601,15791316,Chidubem,649.0,Germany,Female,49.0,3,121355.51,3,1,0,182547.02,1
17949,154196,15576680,Stevenson,736.0,France,Male,33.0,9,0.0,1,0,0,51705.01,0
17950,91222,15576517,Hao,727.0,France,Female,34.0,5,0.0,2,1,0,127954.39,0
17951,79646,15768449,Calabresi,634.0,France,Female,37.0,4,51582.5,2,1,1,184312.88,0
17952,130709,15769548,Hsieh,553.0,Germany,Male,34.0,7,118082.89,1,0,0,92934.41,0
17953,35788,15672441,P'eng,584.0,Spain,Female,29.0,9,0.0,2,1,0,123577.15,0
17954,31305,15682914,O'Loghlen,554.0,Germany,Male,37.0,4,121405.04,1,1,0,143598.7,0
17955,125048,15671239,Ukaegbunam,614.0,France,Male,29.0,3,0.0,1,1,1,72462.73,0
17956,98446,15786680,Bianchi,805.0,Spain,Male,37.0,2,0.0,1,1,0,21928.81,1
17957,154307,15782758,Ibezimako,593.0,France,Female,29.0,3,81025.7,1,0,0,97939.4,0
17958,10764,15775293,T'ien,749.0,France,Female,39.0,7,0.0,2,1,0,122518.5,0
17959,69868,15656597,Sagese,707.0,Spain,Female,45.0,9,0.0,1,1,0,151645.94,1
17960,139146,15653778,Onyekachi,481.0,France,Female,37.0,3,0.0,2,1,1,123614.01,0
17961,125385,15639368,Hsiung,628.0,Germany,Female,34.0,2,83492.07,2,1,0,163691.48,0
17962,149250,15610226,Fenton,809.0,France,Female,27.0,9,106414.57,2,0,0,77500.81,0
17963,9862,15576774,Onyinyechukwuka,680.0,Germany,Female,30.0,6,123709.46,2,0,0,172459.19,0
17964,62503,15615456,Liao,679.0,France,Male,36.0,2,0.0,2,1,1,65464.41,0
17965,113382,15676521,Liao,727.0,Spain,Male,35.0,9,139914.97,1,1,1,168820.5,0
17966,67767,15642530,Arcuri,620.0,France,Female,42.0,5,0.0,2,1,0,65565.92,0
17967,160696,15764661,Wang,649.0,France,Male,33.0,2,0.0,1,0,1,49637.65,0
17968,124701,15614215,Tsao,732.0,France,Female,50.0,6,0.0,2,1,0,161428.25,1
17969,156605,15701291,Chidubem,601.0,France,Male,30.0,7,0.0,2,1,0,30607.11,0
17970,30519,15743236,Maclean,696.0,Spain,Female,34.0,2,0.0,2,1,1,180134.87,0
17971,39356,15663625,Lai,677.0,Spain,Male,24.0,2,0.0,2,1,1,143567.27,0
17972,50301,15714893,Chukwujamuike,613.0,France,Male,28.0,7,93544.6,1,1,1,173835.51,0
17973,17883,15783696,Uspenskaya,730.0,France,Female,36.0,4,96202.96,1,0,0,166677.33,0
17974,125355,15705050,Ozioma,683.0,France,Male,36.0,6,124450.98,1,0,1,177728.87,0
17975,2314,15764021,Arcuri,613.0,Spain,Female,34.0,1,137811.75,2,1,0,184856.89,0
17976,61304,15686963,Lucciano,658.0,France,Male,48.0,10,0.0,2,1,0,161241.65,0
17977,18406,15770405,Lai,721.0,France,Male,37.0,0,0.0,1,1,0,56865.62,0
17978,32839,15785975,Mason,525.0,Spain,Female,39.0,3,0.0,2,0,1,168034.9,0
17979,159055,15638463,Ts'ui,738.0,France,Male,60.0,9,0.0,2,1,1,134875.37,0
17980,77054,15671450,Tsao,539.0,France,Male,55.0,5,0.0,2,1,1,166692.03,0
17981,21104,15609558,McDonald,835.0,Germany,Female,47.0,5,108289.28,2,1,1,45859.55,0
17982,109855,15576094,Nwachinemelu,613.0,France,Female,38.0,7,0.0,2,0,1,31002.03,0
17983,59958,15639368,Palermo,684.0,France,Female,35.0,7,0.0,2,1,1,172096.74,0
17984,95117,15687094,Calabresi,717.0,Germany,Female,28.0,9,82498.14,1,0,0,40437.67,1
17985,37157,15747503,Lo Duca,593.0,France,Male,35.0,2,0.0,2,0,1,52341.15,0
17986,13658,15767794,Monds,741.0,France,Male,28.0,6,0.0,1,0,0,179291.09,0
17987,63044,15761706,Nwankwo,725.0,France,Male,31.0,3,0.0,2,1,1,153656.33,0
17988,65597,15665327,Smith,691.0,Spain,Male,33.0,6,0.0,2,1,1,144874.67,0
17989,24173,15718281,T'ien,688.0,France,Male,31.0,1,0.0,2,1,1,109096.71,0
17990,112949,15755863,Farmer,581.0,France,Male,35.0,9,0.0,2,1,0,48849.89,0
17991,150068,15593969,Ch'eng,742.0,Spain,Female,48.0,7,109954.62,1,1,0,99341.63,1
17992,102847,15674851,Okwuoma,646.0,France,Female,38.0,5,0.0,2,1,0,81422.78,0
17993,108610,15591457,Hsiao,627.0,France,Male,31.0,0,0.0,2,1,0,70778.62,0
17994,40761,15783589,Toscano,616.0,France,Male,40.0,7,0.0,2,0,0,93717.55,0
17995,145816,15809909,Cattaneo,693.0,France,Male,34.0,5,141581.04,1,0,0,125865.35,0
17996,42485,15642710,Kao,651.0,Spain,Female,36.0,2,0.0,2,0,0,143628.31,0
17997,137313,15667521,Chukwumaobim,521.0,Spain,Male,35.0,6,0.0,1,1,1,157923.95,0
17998,91126,15772337,P'an,716.0,Spain,Female,46.0,10,0.0,2,1,0,109098.39,0
17999,75351,15670379,Hsing,576.0,Spain,Male,37.0,9,0.0,2,1,1,14868.94,0
18000,51178,15708904,Yermakova,728.0,France,Male,36.0,8,120026.98,2,0,1,100601.73,0
18001,79520,15690796,Hingston,703.0,Germany,Female,33.0,4,131694.97,1,1,1,126812.63,1
18002,23586,15643865,H?,571.0,France,Male,22.0,7,0.0,2,1,1,90977.48,0
18003,119245,15749679,Ijendu,750.0,France,Male,42.0,10,152303.8,1,0,0,151303.48,1
18004,61079,15700627,Y?,637.0,Germany,Female,46.0,2,143500.82,1,1,0,166996.46,0
18005,121051,15805104,Smith,743.0,France,Female,73.0,6,0.0,1,0,1,107867.38,0
18006,17179,15725776,Lazar,713.0,Germany,Male,35.0,7,101195.23,2,0,0,139735.54,0
18007,69095,15583212,Chidozie,600.0,France,Female,40.0,7,0.0,2,1,1,194764.83,0
18008,12265,15772761,T'ien,817.0,France,Male,34.0,5,121798.53,1,0,0,120880.53,0
18009,144386,15665340,McGregor,559.0,France,Male,37.0,1,139290.41,1,1,0,182855.42,0
18010,6026,15768163,Young,655.0,Spain,Female,40.0,3,0.0,1,1,0,11830.53,0
18011,51733,15767794,Browne,744.0,France,Male,26.0,9,120718.28,1,1,0,58961.49,0
18012,22991,15606887,Singh,775.0,France,Female,30.0,5,0.0,1,0,0,193880.6,1
18013,149374,15572360,Nwachukwu,530.0,Spain,Male,34.0,4,0.0,2,1,1,80619.09,0
18014,97141,15724661,Chikezie,762.0,France,Male,57.0,0,126285.17,1,1,1,126241.4,0
18015,139004,15692750,Bellucci,581.0,Germany,Female,73.0,1,147487.23,1,1,1,40066.95,0
18016,102103,15659677,Eluemuno,706.0,France,Male,37.0,8,0.0,2,0,0,151815.76,0
18017,148314,15754578,Okeke,606.0,France,Female,50.0,0,135984.15,2,1,0,186778.89,1
18018,99135,15790489,Hsing,689.0,Spain,Female,58.0,5,0.0,1,1,0,122449.18,1
18019,36931,15651280,Nkemjika,642.0,France,Female,60.0,6,147751.75,1,1,1,88206.04,0
18020,155446,15790090,Hsu,581.0,France,Female,29.0,5,0.0,2,1,0,95985.02,0
18021,35629,15610337,Stephens,584.0,France,Female,36.0,2,0.0,2,1,1,126722.57,0
18022,104330,15607178,Welch,850.0,Germany,Male,37.0,6,54901.01,1,0,1,140075.55,0
18023,157326,15596414,Lettiere,814.0,Germany,Male,38.0,9,123699.22,1,0,0,101737.8,1
18024,103962,15812767,Henderson,850.0,Spain,Male,39.0,6,136100.69,1,0,0,6959.0,0
18025,75909,15635116,Burgos,654.0,France,Male,60.0,2,0.0,2,1,1,177480.45,0
18026,135401,15694192,Piazza,648.0,France,Female,38.0,6,0.0,2,1,0,94570.58,0
18027,40926,15643036,Onyemauchechukwu,678.0,France,Male,37.0,8,0.0,2,1,1,157552.08,0
18028,44596,15694349,Nkemakolam,635.0,France,Male,51.0,2,0.0,1,1,1,170835.32,0
18029,92151,15585985,Wang,695.0,Spain,Female,46.0,8,0.0,1,1,1,153786.46,0
18030,97874,15670066,Onwudiwe,648.0,Germany,Male,33.0,10,136855.24,2,1,0,80428.42,0
18031,93654,15599081,Okechukwu,567.0,Germany,Male,35.0,3,106871.81,2,1,0,88307.87,0
18032,119174,15650288,Summers,634.0,Germany,Male,40.0,6,146606.6,2,1,1,129964.94,0
18033,6745,15771942,Tsao,658.0,Germany,Male,50.0,8,93716.72,1,1,0,171060.01,1
18034,151298,15736397,Efimov,582.0,France,Male,40.0,9,0.0,2,0,1,103481.13,0
18035,61752,15662579,Pirozzi,653.0,France,Female,35.0,8,0.0,2,0,1,182720.07,0
18036,27917,15607485,Daluchi,376.0,Germany,Female,29.0,4,132694.73,2,0,1,119346.88,0
18037,133376,15636407,Beatham,793.0,Germany,Female,34.0,6,127758.09,1,0,1,143357.03,0
18038,7497,15591036,McEwan,667.0,France,Female,29.0,5,0.0,2,1,0,92865.56,0
18039,110659,15660505,Uvarova,650.0,France,Female,24.0,1,0.0,2,1,1,166462.81,0
18040,6242,15587837,Milani,579.0,France,Female,45.0,7,0.0,1,1,0,91562.83,1
18041,112546,15605341,Hsia,584.0,France,Female,36.0,3,108477.04,1,1,0,133667.0,0
18042,111077,15682355,Ugochukwutubelum,673.0,France,Female,37.0,2,0.0,2,1,1,1364.73,0
18043,60187,15803846,Nwebube,719.0,France,Male,33.0,7,0.0,2,0,1,86981.45,0
18044,158472,15594928,Lucchesi,713.0,Germany,Male,29.0,4,92792.88,1,1,0,49656.28,0
18045,105310,15752488,Nnonso,635.0,Germany,Female,35.0,1,85818.61,2,1,0,125062.96,0
18046,32020,15792722,T'ien,715.0,Germany,Male,43.0,3,164902.12,2,1,1,123086.05,0
18047,9218,15588955,Mazzi,581.0,Germany,Female,41.0,5,93259.57,1,0,1,141035.65,0
18048,95622,15748360,Macleod,628.0,Spain,Male,36.0,6,0.0,1,1,1,161848.03,0
18049,40062,15759436,Gardiner,590.0,Spain,Female,50.0,6,138668.18,1,1,1,19324.5,0
18050,124387,15802856,O'Sullivan,732.0,France,Male,31.0,1,0.0,2,0,0,151925.25,0
18051,49229,15767884,Zikoranachidimma,567.0,France,Male,32.0,2,0.0,1,0,0,166654.32,0
18052,91786,15618647,Kornilova,744.0,Germany,Female,29.0,1,89111.63,1,0,0,119327.75,1
18053,88906,15727059,Lettiere,476.0,France,Male,30.0,4,0.0,2,0,0,182547.04,0
18054,91999,15700511,Ts'ai,611.0,Spain,Male,29.0,6,0.0,2,1,1,85891.02,0
18055,65045,15711028,Nnachetam,537.0,France,Male,55.0,1,0.0,3,1,1,104035.41,1
18056,52745,15777898,Milne,683.0,France,Female,40.0,0,131778.66,2,1,0,150390.98,0
18057,158781,15751137,Ch'iu,678.0,Germany,Female,45.0,8,133628.09,1,1,0,158887.09,1
18058,108675,15640034,Toscani,794.0,France,Male,28.0,4,144470.77,1,1,0,142331.35,0
18059,23924,15795275,Martin,789.0,France,Male,39.0,6,0.0,1,1,1,136886.86,0
18060,35274,15761854,Burn,746.0,France,Female,24.0,4,0.0,1,1,0,94105.0,1
18061,21424,15665963,Achebe,694.0,Spain,Male,26.0,4,0.0,2,0,1,170835.32,0
18062,41017,15638463,Fomin,569.0,Germany,Male,36.0,0,125476.81,1,1,0,51626.87,0
18063,73040,15640855,Pinto,615.0,France,Male,40.0,4,0.0,1,0,0,40315.03,0
18064,135752,15660390,Boyle,508.0,France,Female,30.0,1,0.0,2,1,1,124113.04,0
18065,42838,15803689,T'ien,836.0,France,Male,51.0,4,0.0,2,1,0,171060.01,0
18066,161217,15743411,Chia,693.0,France,Male,29.0,2,0.0,2,1,0,24734.25,0
18067,64050,15591036,Chukwualuka,622.0,Germany,Male,33.0,3,113913.3,1,1,1,132033.96,0
18068,95802,15675231,Nwankwo,850.0,Spain,Female,35.0,8,0.0,2,1,1,36193.07,0
18069,42719,15787196,Fiorentino,661.0,France,Female,39.0,8,0.0,1,1,0,79871.02,0
18070,79883,15577078,Eluemuno,755.0,France,Male,38.0,7,0.0,1,1,0,137916.49,0
18071,16812,15596914,Nwankwo,587.0,Spain,Female,35.0,1,138721.85,1,1,1,177065.23,0
18072,90680,15665760,Obiajulu,651.0,France,Male,48.0,5,0.0,1,1,1,91557.76,1
18073,127066,15774738,Lombardi,485.0,Germany,Male,33.0,8,155739.76,1,1,0,141501.94,0
18074,125963,15588450,Mazzanti,598.0,Germany,Female,27.0,10,127499.13,2,1,0,138750.94,0
18075,17764,15790282,Trentino,817.0,Germany,Male,22.0,5,114327.59,2,0,1,42831.11,1
18076,135544,15752846,Nwachinemelu,644.0,Spain,Female,38.0,8,0.0,1,1,0,47911.03,1
18077,75273,15683053,Smith,667.0,Spain,Male,32.0,5,0.0,2,0,0,49326.04,0
18078,128906,15772798,Philipp,661.0,Spain,Male,39.0,7,89039.9,1,1,0,146738.83,0
18079,42477,15789815,Fallaci,503.0,France,Male,28.0,5,0.0,2,1,0,125918.17,0
18080,17752,15710671,Fang,704.0,Spain,Female,37.0,5,0.0,2,1,1,9679.28,0
18081,64161,15629244,Lipton,639.0,France,Male,38.0,2,0.0,2,1,1,85420.78,0
18082,98515,15693683,Yuille,739.0,Germany,Male,38.0,1,97086.4,2,1,1,197276.13,0
18083,146833,15770811,Wallace,596.0,France,Male,29.0,4,0.0,2,1,1,83056.22,0
18084,97005,15673367,Ts'ui,644.0,France,Male,40.0,2,112713.34,1,1,1,150784.29,0
18085,65578,15700964,Yobachi,553.0,Spain,Female,26.0,2,0.0,1,1,0,170008.74,0
18086,4074,15772415,T'ien,748.0,France,Female,31.0,7,0.0,2,0,0,141798.35,0
18087,118221,15662908,P'eng,706.0,France,Female,37.0,1,0.0,2,1,1,40807.27,0
18088,73266,15743759,Brooks,689.0,France,Female,38.0,5,0.0,2,1,1,158444.61,0
18089,42292,15623502,Maclean,739.0,Germany,Male,36.0,4,141078.22,2,1,0,85445.47,0
18090,82534,15651022,Onyekaozulu,633.0,France,Female,32.0,2,122531.86,1,1,0,100127.71,0
18091,126914,15598086,Ozerova,645.0,France,Female,38.0,8,112333.38,2,0,0,175024.63,0
18092,136481,15724334,Palerma,592.0,France,Male,31.0,4,0.0,2,0,0,140723.09,0
18093,63645,15675888,Martin,729.0,Spain,Female,33.0,9,72788.03,1,1,1,103608.06,0
18094,135331,15770543,Chidozie,679.0,France,Male,37.0,7,0.0,2,1,0,194617.98,0
18095,46754,15686957,Teng,786.0,Germany,Male,39.0,7,122568.05,2,1,0,29937.75,0
18096,24320,15576085,Ch'en,586.0,Germany,Female,52.0,10,108465.65,1,1,0,67976.05,1
18097,130748,15696834,O'Brien,755.0,France,Female,40.0,7,0.0,1,1,0,93835.64,1
18098,104980,15720644,Martin,789.0,France,Male,27.0,7,0.0,2,1,0,103603.65,1
18099,85683,15661249,Lettiere,850.0,France,Female,46.0,7,0.0,2,1,1,129964.75,0
18100,158953,15679909,Hughes,718.0,Germany,Male,38.0,9,133313.74,1,0,0,92898.89,1
18101,141122,15657830,Kuznetsova,811.0,France,Male,41.0,7,0.0,1,1,0,116052.92,0
